estate,district,lat,lon,flats,population,dist_glass,dist_textiles,dist_hazardous,dist_batteries,dist_ewaste,district_vulnerability,nearest_hub_distance_m,dist_glass_after,dist_textiles_after,dist_hazardous_after,dist_batteries_after,dist_ewaste_after
Lai On Estate,Sham Shui Po,22.33077,114.15847,1400,3780,235.66039723756484,771.3971965938839,190.23770112558307,138.3660392904226,337.7020915967296,0.572474461183177,460.50774747114843,235.66039723756484,460.50774747114843,190.23770112558307,138.3660392904226,337.7020915967296
Lei Cheng Uk Estate,Sham Shui Po,22.33921,114.16013,700,1890,190.35814401443903,273.1647599529087,284.0982839490935,284.0982839490935,284.0982839490935,0.572474461183177,1306.499819562525,190.35814401443903,273.1647599529087,284.0982839490935,284.0982839490935,284.0982839490935
Ko Cheung Court,Kwun Tong,22.29693,114.24012,1800,4860,252.5449514347262,545.8248904868293,199.8967330480964,72.08039911347653,252.5449514347262,0.4964709029810196,2256.3632072768764,252.5449514347262,545.8248904868293,199.8967330480964,72.08039911347653,252.5449514347262
Kwai Chung Estate,Kwai Tsing,22.36959,114.1271,13700,36990,132.1807900305189,278.4685348390329,132.1807900305189,132.1807900305189,132.1807900305189,0.1635933757904977,1126.4027383574532,132.1807900305189,278.4685348390329,132.1807900305189,132.1807900305189,132.1807900305189
Kwai Shing West Estate,Kwai Tsing,22.3628,114.12368,5300,14310,60.55468708839874,512.1126307855336,60.55468708839874,60.55468708839874,60.55468708839874,0.1635933757904977,1958.672002495485,60.55468708839874,512.1126307855336,60.55468708839874,60.55468708839874,60.55468708839874
Lai King Estate,Kwai Tsing,22.35045,114.12619,4800,12960,338.07168558044253,470.4732664583895,338.07168558044253,221.03413916576287,338.07168558044253,0.1635933757904977,3214.115775583842,338.07168558044253,470.4732664583895,338.07168558044253,221.03413916576287,338.07168558044253
Lai Yiu Estate,Kwai Tsing,22.35314,114.13151,3700,9990,66.90832325449745,844.8694893195006,66.90832325449745,66.90832325449745,66.90832325449745,0.1635933757904977,2873.442504910708,66.90832325449745,844.8694893195006,66.90832325449745,66.90832325449745,66.90832325449745
Hoi Lai Estate,Sham Shui Po,22.33224,114.14635,4900,13230,392.35544975946755,732.1215619461593,437.51829372736665,240.6692922194412,437.51829372736665,0.572474461183177,944.3188625694497,392.35544975946755,732.1215619461593,437.51829372736665,240.6692922194412,437.51829372736665
Ho Man Tin Estate,Kowloon City,22.31826,114.18113,4700,12690,203.3500664318002,505.2703915432331,503.708270490993,254.3930986121901,503.708270490993,0.797176650828884,2567.005142502442,203.3500664318002,505.2703915432331,503.708270490993,254.3930986121901,503.708270490993
Shun Tin Estate,Kwun Tong,22.32656,114.2259,7000,18900,97.73614493885397,545.3778167167709,97.73614493885397,97.73614493885397,97.73614493885397,0.4964709029810196,1378.68462113087,97.73614493885397,545.3778167167709,97.73614493885397,97.73614493885397,97.73614493885397
Chung On Estate,Sha Tin,22.4223,114.22616,2700,7290,63.053267225441495,566.856631074059,63.053267225441495,63.053267225441495,63.053267225441495,0.6508778390990247,4849.345592273356,63.053267225441495,566.856631074059,63.053267225441495,63.053267225441495,63.053267225441495
Cheung Hong Estate,Kwai Tsing,22.35003,114.10561,8400,22680,10.060246914900828,211.27266776815418,10.060246914900828,10.060246914900828,10.060246914900828,0.1635933757904977,4158.423441875745,10.060246914900828,211.27266776815418,10.060246914900828,10.060246914900828,10.060246914900828
Un Chau Estate,Sham Shui Po,22.33665,114.15599,7800,21060,135.22418908013637,294.3904451504009,135.22418908013637,88.45176989742178,135.22418908013637,0.572474461183177,904.568770529906,135.22418908013637,294.3904451504009,135.22418908013637,88.45176989742178,135.22418908013637
Tai Yuen Estate,Tai Po,22.45496,114.16897,4900,13230,126.75738149038109,75.94897050837473,126.75738149038109,126.75738149038109,126.75738149038109,0.2600838573192465,941.0486211910633,126.75738149038109,75.94897050837473,126.75738149038109,126.75738149038109,126.75738149038109
Lower Wong Tai Sin (1) Estate,Wong Tai Sin,22.33921,114.1948,900,2430,276.98478885440056,210.79512772667005,276.98478885440056,249.25458510729243,276.98478885440056,0.4953152685747593,923.3680694529326,276.98478885440056,210.79512772667005,276.98478885440056,249.25458510729243,276.98478885440056
Tung Tau (II) Estate,Wong Tai Sin,22.33306,114.19336,1300,3510,289.5681525344009,223.83340369872795,336.54099982024695,287.1031182901413,336.54099982024695,0.4953152685747593,984.9871919841326,289.5681525344009,223.83340369872795,336.54099982024695,287.1031182901413,336.54099982024695
Upper Wong Tai Sin Estate,Wong Tai Sin,22.3427,114.1927,4900,13230,102.85316770935762,239.8685994995248,102.85316770935762,79.06533834024691,102.85316770935762,0.4953152685747593,716.5722450772041,102.85316770935762,239.8685994995248,102.85316770935762,79.06533834024691,102.85316770935762
Po Lam Estate,Sai Kung,22.32592,114.25309,900,2430,212.6428237739491,462.67839560054847,212.6428237739491,212.6428237739491,212.6428237739491,0.09761167188461617,2306.090469458919,212.6428237739491,462.67839560054847,212.6428237739491,212.6428237739491,212.6428237739491
Tsz Ching Estate,Wong Tai Sin,22.34989,114.20263,8100,21870,16.367142654043548,742.4101541131466,16.367142654043548,16.367142654043548,16.367142654043548,0.4953152685747593,1929.4625189324913,16.367142654043548,742.4101541131466,16.367142654043548,16.367142654043548,16.367142654043548
Sheung Tak Estate,Sai Kung,22.31064,114.25768,5600,15120,180.47751575929576,128.07721088231006,180.47751575929576,132.62625781740803,180.47751575929576,0.09761167188461617,2585.282854386646,180.47751575929576,128.07721088231006,180.47751575929576,132.62625781740803,180.47751575929576
Tsz Hong Estate,Wong Tai Sin,22.34727,114.20305,2000,5400,117.21956754883891,599.4555430573845,117.21956754883891,77.42034392444117,117.21956754883891,0.4953152685747593,1637.9558407008165,117.21956754883891,599.4555430573845,117.21956754883891,77.42034392444117,117.21956754883891
Tsz Man Estate,Wong Tai Sin,22.34817,114.20383,2000,5400,38.07718481526813,717.3168141512418,38.07718481526813,38.07718481526813,38.07718481526813,0.4953152685747593,1740.494922331928,38.07718481526813,717.3168141512418,38.07718481526813,38.07718481526813,38.07718481526813
Tsui Lam Estate,Sai Kung,22.32348,114.24827,700,1890,58.39828231251205,870.4125840445926,58.39828231251205,58.39828231251205,58.39828231251205,0.09761167188461617,1740.98889666701,58.39828231251205,870.4125840445926,58.39828231251205,58.39828231251205,58.39828231251205
Ming Tak Estate,Sai Kung,22.31611,114.26903,1500,4050,124.26370702264227,213.33395528126934,144.40593978573077,144.40593978573077,18.692687553670055,0.09761167188461617,3677.5021198440986,124.26370702264227,213.33395528126934,144.40593978573077,144.40593978573077,18.692687553670055
Chun Shek Estate,Sha Tin,22.37367,114.18704,2100,5670,144.31393881880908,708.7053997215802,144.31393881880908,65.09504486467749,130.17562134291808,0.6508778390990247,1906.564178345531,144.31393881880908,708.7053997215802,144.31393881880908,65.09504486467749,130.17562134291808
Heng On Estate,Sha Tin,22.41583,114.22905,300,810,411.7457085281687,277.4845321677157,411.7457085281687,152.05593416436724,411.7457085281687,0.6508778390990247,4531.432198571774,411.7457085281687,277.4845321677157,411.7457085281687,152.05593416436724,411.7457085281687
Kwai Shing East Estate,Kwai Tsing,22.36331,114.1287,6300,17010,230.54488709730006,424.58345110678874,230.54488709730006,189.69831012498466,230.54488709730006,0.1635933757904977,1761.4356278750386,230.54488709730006,424.58345110678874,230.54488709730006,189.69831012498466,230.54488709730006
Hin Keng Estate,Sha Tin,22.36399,114.17324,300,810,406.5356034770463,342.23303150404007,820.5337466892242,159.86656365338072,768.6031682184945,0.6508778390990247,2883.8650597970263,406.5356034770463,342.23303150404007,820.5337466892242,159.86656365338072,768.6031682184945
On Yam Estate,Kwai Tsing,22.36947,114.14165,5300,14310,47.995307379789736,347.917249543913,47.995307379789736,47.995307379789736,47.995307379789736,0.1635933757904977,1506.8482662455408,47.995307379789736,347.917249543913,47.995307379789736,47.995307379789736,47.995307379789736
Lee On Estate,Sha Tin,22.4252,114.24137,3600,9720,130.43099554061897,241.55422534916127,130.43099554061897,130.43099554061897,130.43099554061897,0.6508778390990247,6170.008903768613,130.43099554061897,241.55422534916127,130.43099554061897,130.43099554061897,130.43099554061897
Shek Lei (I) Estate,Kwai Tsing,22.36252,114.13712,4900,13230,39.56231064482375,342.8491437171043,39.56231064482375,39.56231064482375,39.56231064482375,0.1635933757904977,1928.519449773875,39.56231064482375,342.8491437171043,39.56231064482375,39.56231064482375,39.56231064482375
Tai Hing Estate,Tuen Mun,22.40436,113.97221,8600,23220,159.51827913861857,299.33553621901643,159.51827913861857,154.51728129891916,159.51827913861857,0.2468510574009941,11934.157419445452,159.51827913861857,299.33553621901643,159.51827913861857,154.51728129891916,159.51827913861857
Cheung Wang Estate,Kwai Tsing,22.35639,114.09622,4300,11610,26.23504677962356,635.4448430796566,26.23504677962356,26.23504677962356,26.23504677962356,0.1635933757904977,4388.05692789425,26.23504677962356,635.4448430796566,26.23504677962356,26.23504677962356,26.23504677962356
Easeful Court,Kwai Tsing,22.36007,114.10367,500,1350,164.9719862300174,364.1295359477211,164.9719862300174,164.9719862300174,164.9719862300174,0.1635933757904977,3527.150616762785,164.9719862300174,364.1295359477211,164.9719862300174,164.9719862300174,164.9719862300174
Kwai Fong Estate,Kwai Tsing,22.35904,114.12857,6300,17010,190.19797708299572,144.25875400037737,158.6174615706652,132.433742416029,115.02518324519568,0.1635933757904977,2233.783384411997,190.19797708299572,144.25875400037737,158.6174615706652,132.433742416029,115.02518324519568
Shek Wai Kok Estate,Tsuen Wan,22.37649,114.12467,6500,17550,172.7955823591915,953.6504437930286,217.69233554347247,142.44953028793887,318.15061094529636,0.8928571428568196,727.2211530789288,172.7955823591915,727.2211530789288,217.69233554347247,142.44953028793887,318.15061094529636
Fu Heng Estate,Tai Po,22.45645,114.17074,1000,2700,53.18457768651413,240.49545672563175,53.18457768651413,53.18457768651413,53.18457768651413,0.2600838573192465,1011.626611195831,53.18457768651413,240.49545672563175,53.18457768651413,53.18457768651413,53.18457768651413
Choi Fai Estate,Wong Tai Sin,22.33539,114.21799,1400,3780,24.152625730949072,448.4238374488635,24.152625730949072,24.152625730949072,24.152625730949072,0.4953152685747593,1582.0684487607482,24.152625730949072,448.4238374488635,24.152625730949072,24.152625730949072,24.152625730949072
Kwong Fuk Estate,Tai Po,22.44784,114.17392,6200,16740,145.88163567885385,813.3180213091322,145.88163567885385,91.92653488006466,145.88163567885385,0.2600838573192465,0.0,0.0,0.0,0.0,0.0,0.0
Wan Hon Estate,Kwun Tong,22.3179,114.22325,1000,2700,159.1949319890408,314.51043363205594,159.1949319890408,159.1949319890408,159.1949319890408,0.4964709029810196,1048.7205410932513,159.1949319890408,314.51043363205594,159.1949319890408,159.1949319890408,159.1949319890408
Wo Lok Estate,Kwun Tong,22.31625,114.2275,1900,5130,168.95229438858175,418.62755328326324,168.95229438858175,168.95229438858175,168.95229438858175,0.4964709029810196,594.585992051938,168.95229438858175,418.62755328326324,168.95229438858175,168.95229438858175,168.95229438858175
Choi Wan (2) Estate,Wong Tai Sin,22.33373,114.21733,3000,8100,172.63930325519058,399.56543078444383,172.63930325519058,172.63930325519058,172.63930325519058,0.4953152685747593,1488.024158336179,172.63930325519058,399.56543078444383,172.63930325519058,172.63930325519058,172.63930325519058
Grandeur Terrace,Yuen Long,22.46878,114.00239,4100,11070,234.03480083053165,238.53427496817895,234.03480083053165,228.67234721626073,234.03480083053165,0.4218162576779331,16359.284289913749,234.03480083053165,238.53427496817895,234.03480083053165,228.67234721626073,234.03480083053165
Long Ping Estate,Yuen Long,22.44908,114.02275,1400,3780,269.19780614464673,1801.3573439043366,269.19780614464673,137.78007880658896,269.19780614464673,0.4218162576779331,13603.692177329263,269.19780614464673,1801.3573439043366,269.19780614464673,137.78007880658896,269.19780614464673
Shui Pin Wai Estate,Yuen Long,22.44602,114.02027,2400,6480,333.9807721226267,1392.4598257453608,333.9807721226267,126.43146181504862,199.3582499042658,0.4218162576779331,13624.393934282525,333.9807721226267,1392.4598257453608,333.9807721226267,126.43146181504862,199.3582499042658
Tin Chak Estate,Yuen Long,22.46726,113.99754,4000,10800,208.7464941848683,289.5714029740913,208.7464941848683,208.7464941848683,63.384335766465405,0.4218162576779331,16883.762042714807,208.7464941848683,289.5714029740913,208.7464941848683,208.7464941848683,63.384335766465405
Tin Shui (1) Estate,Yuen Long,22.45565,113.99777,4600,12420,60.61946521507497,168.23756403508523,199.70785987829464,89.47651450910593,199.70785987829464,0.4218162576779331,16150.082041581283,60.61946521507497,168.23756403508523,199.70785987829464,89.47651450910593,199.70785987829464
Tin Tsz Estate,Yuen Long,22.45261,114.00738,3300,8910,132.5952414261473,299.29329766668945,132.5952414261473,132.5952414261473,132.5952414261473,0.4218162576779331,15134.589790222626,132.5952414261473,299.29329766668945,132.5952414261473,132.5952414261473,132.5952414261473
Tin Yiu (1) Estate,Yuen Long,22.44976,114.00506,4700,12690,261.06862232655857,96.16026489969674,261.06862232655857,169.04644111996583,74.62314082898682,0.4218162576779331,15168.999207435158,261.06862232655857,96.16026489969674,261.06862232655857,169.04644111996583,74.62314082898682
Tin Wah Estate,Yuen Long,22.46069,113.99545,3700,9990,82.10353871322314,721.3293194580975,82.10353871322314,82.10353871322314,82.10353871322314,0.4218162576779331,16651.9296060304,82.10353871322314,721.3293194580975,82.10353871322314,82.10353871322314,82.10353871322314
Choi Ha Estate,Kwun Tong,22.32603,114.21825,300,810,120.05011581994884,746.3075328943867,120.05011581994884,120.05011581994884,120.05011581994884,0.4964709029810196,1735.019995090063,120.05011581994884,746.3075328943867,120.05011581994884,120.05011581994884,120.05011581994884
Tin Yan Estate,Yuen Long,22.46436,113.996,5600,15120,83.88238520691351,589.9043951304009,83.88238520691351,83.88238520691351,83.88238520691351,0.4218162576779331,16831.19239096309,83.88238520691351,589.9043951304009,83.88238520691351,83.88238520691351,83.88238520691351
Tin Yat Estate,Yuen Long,22.46671,114.00015,3300,8910,66.33017297665029,133.55954828411387,66.33017297665029,66.33017297665029,66.33017297665029,0.4218162576779331,16632.52057651239,66.33017297665029,133.55954828411387,66.33017297665029,66.33017297665029,66.33017297665029
Yan On Estate,Sha Tin,22.41395,114.22533,2600,7020,24.2984521752555,396.5763729724182,24.2984521752555,24.2984521752555,24.2984521752555,0.6508778390990247,4108.850637150862,24.2984521752555,396.5763729724182,24.2984521752555,24.2984521752555,24.2984521752555
Tin Yiu (2) Estate,Yuen Long,22.45255,114.00374,3800,10260,245.84766048731396,250.11194764676702,245.84766048731396,228.827380473798,245.84766048731396,0.4218162576779331,15447.075112480807,245.84766048731396,250.11194764676702,245.84766048731396,228.827380473798,245.84766048731396
Sau Mau Ping (South) Estate,Kwun Tong,22.32161,114.22982,4000,10800,246.60042777591426,748.9322310219926,246.60042777591426,161.82069854359747,246.60042777591426,0.4964709029810196,698.0090055454789,246.60042777591426,698.0090055454789,246.60042777591426,161.82069854359747,246.60042777591426
Tin Yuet Estate,Yuen Long,22.46274,113.99939,4200,11340,310.9080108568701,581.5067191231338,310.9080108568701,162.73863440394885,147.8968462613694,0.4218162576779331,16441.989570782378,310.9080108568701,581.5067191231338,310.9080108568701,162.73863440394885,147.8968462613694
Ko Yee Estate,Kwun Tong,22.29749,114.24145,1200,3240,383.8349598004979,652.065433427676,341.22023636381465,221.21169445881398,383.8349598004979,0.4964709029810196,2244.845532007441,383.8349598004979,652.065433427676,341.22023636381465,221.21169445881398,383.8349598004979
Hing Tin Estate,Kwun Tong,22.31285,114.23877,200,540,328.3104036733829,960.333170558042,328.3104036733829,311.5185866342766,328.3104036733829,0.4964709029810196,677.1446922771493,328.3104036733829,677.1446922771493,328.3104036733829,311.5185866342766,328.3104036733829
Kai Tin Estate,Kwun Tong,22.30959,114.23492,2300,6210,306.1981092769316,668.4471360839306,306.1981092769316,105.88033910517856,306.1981092769316,0.4964709029810196,755.1953667474189,306.1981092769316,668.4471360839306,306.1981092769316,105.88033910517856,306.1981092769316
Kai Yip Estate,Kwun Tong,22.32958,114.20913,4300,11610,163.11069377014104,321.795628281392,163.11069377014104,163.11069377014104,163.11069377014104,0.4964709029810196,718.5488502182952,163.11069377014104,321.795628281392,163.11069377014104,163.11069377014104,163.11069377014104
Shan King Estate,Tuen Mun,22.39895,113.9663,3600,9720,40.52425177502664,305.60938482730825,40.52425177502664,31.248480292551577,40.52425177502664,0.2468510574009941,11252.967815726526,40.52425177502664,305.60938482730825,40.52425177502664,31.248480292551577,40.52425177502664
Kwong Tin Estate,Kwun Tong,22.30332,114.23977,2500,6750,111.8294275431819,107.9935425342208,111.8294275431819,111.8294275431819,111.8294275431819,0.4964709029810196,1581.168446963425,111.8294275431819,107.9935425342208,111.8294275431819,111.8294275431819,111.8294275431819
Lok Wah South Estate,Kwun Tong,22.32008,114.22222,7000,18900,170.39581783692662,76.57334646214719,170.39581783692662,170.39581783692662,170.39581783692662,0.4964709029810196,1216.3540056549664,170.39581783692662,76.57334646214719,170.39581783692662,170.39581783692662,170.39581783692662
Lok Wah North Estate,Kwun Tong,22.32222,114.22021,3000,8100,137.5258144215959,301.42123126202904,137.5258144215959,45.31559936705782,45.43630578189752,0.4964709029810196,1501.3711759677792,137.5258144215959,301.42123126202904,137.5258144215959,45.31559936705782,45.43630578189752
On Tin Estate,Kwun Tong,22.30781,114.23545,700,1890,158.3458426193524,562.5282022140218,158.3458426193524,103.98821229310138,158.3458426193524,0.4964709029810196,960.3417707046701,158.3458426193524,562.5282022140218,158.3458426193524,103.98821229310138,158.3458426193524
Ping Tin Estate,Kwun Tong,22.30603,114.23608,5700,15390,50.44951984990722,376.6851855616408,50.44951984990722,50.44951984990722,50.44951984990722,0.4964709029810196,1168.0362738524532,50.44951984990722,376.6851855616408,50.44951984990722,50.44951984990722,50.44951984990722
Po Tat Estate,Kwun Tong,22.31712,114.23779,7400,19980,350.55954682986294,977.1948464908568,350.55954682986294,152.7173214209965,350.55954682986294,0.4964709029810196,474.8340438722411,350.55954682986294,474.8340438722411,350.55954682986294,152.7173214209965,350.55954682986294
Sau Mau Ping Estate,Kwun Tong,22.31621,114.23328,12500,33750,190.20220345796884,537.4139587302366,190.20220345796884,190.20220345796884,190.20220345796884,0.4964709029810196,0.0,0.0,0.0,0.0,0.0,0.0
Shun On Estate,Kwun Tong,22.32928,114.22636,3000,8100,151.1367262839701,242.21526487394544,151.1367262839701,151.1367262839701,151.1367262839701,0.4964709029810196,1618.2698882617344,151.1367262839701,242.21526487394544,151.1367262839701,151.1367262839701,151.1367262839701
Tak Tin Estate,Kwun Tong,22.30976,114.23962,1500,4050,183.34726558708329,653.4450633264036,158.84548619860743,160.3999516949528,183.34726558708329,0.4964709029810196,969.400783787262,183.34726558708329,653.4450633264036,158.84548619860743,160.3999516949528,183.34726558708329
Tsui Ping (North) Estate,Kwun Tong,22.31555,114.22915,2200,5940,314.0181666292388,291.91706303583516,314.0181666292388,105.90233961060987,314.0181666292388,0.4964709029810196,431.13254593874973,314.0181666292388,291.91706303583516,314.0181666292388,105.90233961060987,314.0181666292388
Tsui Ping (South) Estate,Kwun Tong,22.312977,114.23423,4900,13230,280.76914806703076,493.2763110421711,280.76914806703076,280.76914806703076,280.76914806703076,0.4964709029810196,372.53917083916275,280.76914806703076,372.53917083916275,280.76914806703076,280.76914806703076,280.76914806703076
Sheung Lok Estate,Kowloon City,22.32014,114.1813,400,1080,410.6629193445916,556.4315176687902,498.4357253609534,455.0581778080212,498.4357253609534,0.797176650828884,2358.693603431938,410.6629193445916,556.4315176687902,498.4357253609534,455.0581778080212,498.4357253609534
Pok Hong Estate,Sha Tin,22.37493,114.19191,600,1620,472.7499761310752,196.86822860790568,582.5354784325087,166.1759331852018,233.95779164165165,0.6508778390990247,1576.01425690781,472.7499761310752,196.86822860790568,582.5354784325087,166.1759331852018,233.95779164165165
Cheung Shan Estate,Tsuen Wan,22.37898,114.13121,1600,4320,63.32082928507995,1200.8849350788926,63.32082928507995,63.32082928507995,63.32082928507995,0.8928571428568196,0.0,0.0,0.0,0.0,0.0,0.0
Shek Kip Mei Estate,Sham Shui Po,22.33266,114.1653,10800,29160,71.89577503397598,62.77607215397155,71.89577503397598,71.89577503397598,40.92411059819461,0.572474461183177,1184.374907873904,71.89577503397598,62.77607215397155,71.89577503397598,71.89577503397598,40.92411059819461
Pak Tin Estate,Sham Shui Po,22.33717,114.16755,9300,25110,97.46173674835258,539.1669538822855,97.46173674835258,97.46173674835258,97.46173674835258,0.572474461183177,1632.9216860427036,97.46173674835258,539.1669538822855,97.46173674835258,97.46173674835258,97.46173674835258
Nam Shan Estate,Sham Shui Po,22.33446,114.17122,2900,7830,166.52841125493399,586.0809952889749,430.6082561410831,357.2462233640578,430.6082561410831,0.572474461183177,1681.2890677898063,166.52841125493399,586.0809952889749,430.6082561410831,357.2462233640578,430.6082561410831
Tin Wan Estate,Southern,22.25198,114.15047,3200,8640,181.83571221167765,706.3306396166781,181.83571221167765,181.83571221167765,181.83571221167765,0.5164492260702831,1369.3018342349872,181.83571221167765,706.3306396166781,181.83571221167765,181.83571221167765,181.83571221167765
On Ting Estate,Tuen Mun,22.3879,113.97684,5100,13770,55.145529444033976,63.95297868123517,55.145529444033976,55.145529444033976,55.145529444033976,0.2468510574009941,10234.522897394303,55.145529444033976,63.95297868123517,55.145529444033976,55.145529444033976,55.145529444033976
Fortune Estate,Sham Shui Po,22.33548,114.15388,2100,5670,333.6067845243746,532.0034633969159,333.6067845243746,178.316358044936,333.6067845243746,0.572474461183177,768.0036220836598,333.6067845243746,532.0034633969159,333.6067845243746,178.316358044936,333.6067845243746
Butterfly Estate,Tuen Mun,22.37593,113.96182,5400,14580,117.20800381771103,128.109255175988,117.20800381771103,117.20800381771103,117.20800381771103,0.2468510574009941,8658.090302425338,117.20800381771103,128.109255175988,117.20800381771103,117.20800381771103,117.20800381771103
Tin Ching Estate,Yuen Long,22.4629,114.00347,6200,16740,547.6548673351612,646.5083054828067,547.6548673351612,116.80305304917643,288.2409574409595,0.4218162576779331,16108.428290984682,547.6548673351612,646.5083054828067,547.6548673351612,116.80305304917643,288.2409574409595
Tin Heng Estate,Yuen Long,22.47059,113.99895,5800,15660,7.836100207381924,327.8223389467683,7.836100207381924,7.836100207381924,7.836100207381924,0.4218162576779331,16656.081505071645,7.836100207381924,327.8223389467683,7.836100207381924,7.836100207381924,7.836100207381924
Tin Shui (2) Estate,Yuen Long,22.45439,113.99914,3200,8640,249.58822686547705,104.31487790045391,334.18942493257356,178.08633155520005,334.18942493257356,0.4218162576779331,15956.632606488587,249.58822686547705,104.31487790045391,334.18942493257356,178.08633155520005,334.18942493257356
Sai Wan Estate,Central & Western,22.28096,114.12521,600,1620,355.399106808931,191.72244549509873,492.7754845966033,365.3235154458088,412.54157112767666,0.0,3511.180437488891,355.399106808931,191.72244549509873,492.7754845966033,365.3235154458088,412.54157112767666
Hing Tung Estate,Eastern,22.28155,114.21929,2100,5670,69.79999330502356,434.6532591295415,69.79999330502356,69.79999330502356,69.79999330502356,0.08345532267957173,4113.997753614408,69.79999330502356,434.6532591295415,69.79999330502356,69.79999330502356,69.79999330502356
Choi Hung Estate,Wong Tai Sin,22.33394,114.20742,7400,19980,185.47945514950683,650.924266776137,185.47945514950683,169.24984460473954,185.47945514950683,0.4953152685747593,488.3218600866197,185.47945514950683,488.3218600866197,185.47945514950683,169.24984460473954,185.47945514950683
High Prosperity Terrace,Kwai Tsing,22.36482,114.12277,800,2160,233.97424878834653,418.8054694799076,233.97424878834653,233.97424878834653,233.97424878834653,0.1635933757904977,1797.8525957597035,233.97424878834653,418.8054694799076,233.97424878834653,233.97424878834653,233.97424878834653
Tsz Lok Estate,Wong Tai Sin,22.34891,114.19884,6200,16740,132.46463743734267,455.5134508671624,132.46463743734267,91.43915364919016,132.46463743734267,0.4953152685747593,1591.978990074008,132.46463743734267,455.5134508671624,132.46463743734267,91.43915364919016,132.46463743734267
Kwong Yuen Estate,Sha Tin,22.38123,114.21415,700,1890,95.73213249437872,842.9487452667533,129.8625820977398,159.877502138605,199.18863677522097,0.6508778390990247,1999.4568605039908,95.73213249437872,842.9487452667533,129.8625820977398,159.877502138605,199.18863677522097
Lek Yuen Estate,Sha Tin,22.38474,114.19059,3200,8640,109.93477871468455,755.957511084074,109.93477871468455,109.93477871468455,109.93477871468455,0.6508778390990247,725.3180479492263,109.93477871468455,725.3180479492263,109.93477871468455,109.93477871468455,109.93477871468455
Ma Tau Wai Estate,Kowloon City,22.32392,114.1866,2100,5670,413.90762109528976,801.1960557236596,431.1719518318146,167.24260781099235,290.9840099305483,0.797176650828884,1889.0648168899315,413.90762109528976,801.1960557236596,431.1719518318146,167.24260781099235,290.9840099305483
Shek Yam Estate,Kwai Tsing,22.37166,114.13921,2700,7290,107.14182588274261,149.043751907838,62.79181049418287,70.31967338371534,107.14182588274261,0.1635933757904977,1157.2185900075667,107.14182588274261,149.043751907838,62.79181049418287,70.31967338371534,107.14182588274261
Chak On Estate,Sham Shui Po,22.33966,114.16472,1900,5130,461.55191516173875,747.8537347025389,461.55191516173875,362.72006024092684,461.55191516173875,0.572474461183177,1607.0031799885614,461.55191516173875,747.8537347025389,461.55191516173875,362.72006024092684,461.55191516173875
Cheung Lung Wai Estate,North,22.49495,114.12351,1400,3780,417.097455069977,863.8341415414909,417.097455069977,313.48105630344594,417.097455069977,0.6075708532536184,3584.668723048155,417.097455069977,863.8341415414909,417.097455069977,313.48105630344594,417.097455069977
Long Ching Estate,Yuen Long,22.446522,114.02864,400,1080,239.9438229093963,1648.4903508261682,200.44208193756222,208.97984843009942,239.9438229093963,0.4218162576779331,12945.080512573908,239.9438229093963,1648.4903508261682,200.44208193756222,208.97984843009942,239.9438229093963
Lei Yue Mun Estate,Kwun Tong,22.29491,114.23978,3600,9720,87.21397780210194,320.8504474264647,66.64574892755357,87.21397780210194,87.21397780210194,0.4964709029810196,2461.0370731096987,87.21397780210194,320.8504474264647,66.64574892755357,87.21397780210194,87.21397780210194
Shun Lee Estate,Kwun Tong,22.33163,114.22553,4500,12150,23.805337024041247,175.30342927374505,23.805337024041247,23.805337024041247,23.805337024041247,0.4964709029810196,1890.8796757172968,23.805337024041247,175.30342927374505,23.805337024041247,23.805337024041247,23.805337024041247
Yee Ming Estate,Sai Kung,22.30624,114.26326,2100,5670,67.65545112697178,882.3147129362418,67.65545112697178,67.65545112697178,67.65545112697178,0.09761167188461617,3277.2562759907496,67.65545112697178,882.3147129362418,67.65545112697178,67.65545112697178,67.65545112697178
Shui Chuen O Estate,Sha Tin,22.37212,114.19826,11100,29970,180.42561549091596,650.2041947673567,180.42561549091596,180.42561549091596,180.42561549091596,0.6508778390990247,1831.0458075904592,180.42561549091596,650.2041947673567,180.42561549091596,180.42561549091596,180.42561549091596
Lung Yat Estate,Tuen Mun,22.386862,113.96761,1000,2700,206.75989847133994,77.73858089547124,206.75989847133994,206.75989847133994,206.75989847133994,0.2468510574009941,9938.59098536875,206.75989847133994,77.73858089547124,206.75989847133994,206.75989847133994,206.75989847133994
Fung Wo Estate,Sha Tin,22.387539,114.193375,1600,4320,496.5195962406559,785.5867505933153,201.02041944013922,201.82062143292453,496.5195962406559,0.6508778390990247,324.7150582103409,324.7150582103409,324.7150582103409,201.02041944013922,201.82062143292453,324.7150582103409
Po Heung Estate,Tai Po,22.447039,114.16543,500,1350,151.13179062916873,74.18005439697374,126.90999854437248,126.90999854437248,151.13179062916873,0.2600838573192465,877.0490784981469,151.13179062916873,74.18005439697374,126.90999854437248,126.90999854437248,151.13179062916873
So Uk Estate,Sham Shui Po,22.34159,114.15684,7000,18900,174.3742258717469,306.3896097705681,174.3742258717469,144.29702660947783,174.3742258717469,0.572474461183177,1460.7808316224564,174.3742258717469,306.3896097705681,174.3742258717469,144.29702660947783,174.3742258717469
